# Copyright (C) 1991-2013 Altera Corporation
# Your use of Altera Corporation's design tools, logic functions 
# and other software and tools, and its AMPP partner logic 
# functions, and any output files from any of the foregoing 
# (including device programming or simulation files), and any 
# associated documentation or information are expressly subject 
# to the terms and conditions of the Altera Program License 
# Subscription Agreement, Altera MegaCore Function License 
# Agreement, or other applicable license agreement, including, 
# without limitation, that your use is for the sole purpose of 
# programming logic devices manufactured by Altera and sold by 
# Altera or its authorized distributors.  Please refer to the 
# applicable agreement for further details.

# Quartus II 64-Bit Version 13.0.1 Build 232 06/12/2013 Service Pack 1 SJ Web Edition
# File: C:\SPS\VeekMT2_assignments.csv
# Generated on: Fri Oct 06 14:12:12 2023

Status,From,To,Assignment Name,Value,Enabled,Entity,Comment,Tag
Ok,,LEDR[16],Location,PIN_G16,Yes,,,
Ok,,LEDR[17],Location,PIN_H15,Yes,,,
Ok,,KEY[0],I/O Standard,2.5 V,Yes,,,
Ok,,KEY[1],I/O Standard,2.5 V,Yes,,,
Ok,,KEY[2],I/O Standard,2.5 V,Yes,,,
Ok,,KEY[3],I/O Standard,2.5 V,Yes,,,
Ok,,KEY[0],Location,PIN_M23,Yes,,,
Ok,,KEY[1],Location,PIN_M21,Yes,,,
Ok,,KEY[2],Location,PIN_N21,Yes,,,
Ok,,KEY[3],Location,PIN_R24,Yes,,,
Ok,,EX_IO[0],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,EX_IO[1],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,EX_IO[2],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,EX_IO[3],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,EX_IO[4],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,EX_IO[5],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,EX_IO[6],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,EX_IO[0],Location,PIN_J10,Yes,,,
Ok,,EX_IO[1],Location,PIN_J14,Yes,,,
Ok,,EX_IO[2],Location,PIN_H13,Yes,,,
Ok,,EX_IO[3],Location,PIN_H14,Yes,,,
Ok,,EX_IO[4],Location,PIN_F14,Yes,,,
Ok,,EX_IO[5],Location,PIN_E10,Yes,,,
Ok,,EX_IO[6],Location,PIN_D9,Yes,,,
Ok,,SW[0],I/O Standard,2.5 V,Yes,,,
Ok,,SW[1],I/O Standard,2.5 V,Yes,,,
Ok,,SW[2],I/O Standard,2.5 V,Yes,,,
Ok,,SW[3],I/O Standard,2.5 V,Yes,,,
Ok,,SW[4],I/O Standard,2.5 V,Yes,,,
Ok,,SW[5],I/O Standard,2.5 V,Yes,,,
Ok,,SW[6],I/O Standard,2.5 V,Yes,,,
Ok,,SW[7],I/O Standard,2.5 V,Yes,,,
Ok,,SW[8],I/O Standard,2.5 V,Yes,,,
Ok,,SW[9],I/O Standard,2.5 V,Yes,,,
Ok,,SW[10],I/O Standard,2.5 V,Yes,,,
Ok,,SW[11],I/O Standard,2.5 V,Yes,,,
Ok,,SW[12],I/O Standard,2.5 V,Yes,,,
Ok,,SW[13],I/O Standard,2.5 V,Yes,,,
Ok,,SW[14],I/O Standard,2.5 V,Yes,,,
Ok,,SW[15],I/O Standard,2.5 V,Yes,,,
Ok,,SW[16],I/O Standard,2.5 V,Yes,,,
Ok,,SW[17],I/O Standard,2.5 V,Yes,,,
Ok,,SW[0],Location,PIN_AB28,Yes,,,
Ok,,SW[1],Location,PIN_AC28,Yes,,,
Ok,,SW[2],Location,PIN_AC27,Yes,,,
Ok,,SW[3],Location,PIN_AD27,Yes,,,
Ok,,SW[4],Location,PIN_AB27,Yes,,,
Ok,,SW[5],Location,PIN_AC26,Yes,,,
Ok,,SW[6],Location,PIN_AD26,Yes,,,
Ok,,SW[7],Location,PIN_AB26,Yes,,,
Ok,,SW[8],Location,PIN_AC25,Yes,,,
Ok,,SW[9],Location,PIN_AB25,Yes,,,
Ok,,SW[10],Location,PIN_AC24,Yes,,,
Ok,,SW[11],Location,PIN_AB24,Yes,,,
Ok,,SW[12],Location,PIN_AB23,Yes,,,
Ok,,SW[13],Location,PIN_AA24,Yes,,,
Ok,,SW[14],Location,PIN_AA23,Yes,,,
Ok,,SW[15],Location,PIN_AA22,Yes,,,
Ok,,SW[16],Location,PIN_Y24,Yes,,,
Ok,,SW[17],Location,PIN_Y23,Yes,,,
Ok,,HEX0[0],I/O Standard,2.5 V,Yes,,,
Ok,,HEX0[1],I/O Standard,2.5 V,Yes,,,
Ok,,HEX0[2],I/O Standard,2.5 V,Yes,,,
Ok,,HEX0[3],I/O Standard,2.5 V,Yes,,,
Ok,,HEX0[4],I/O Standard,2.5 V,Yes,,,
Ok,,HEX0[5],I/O Standard,2.5 V,Yes,,,
Ok,,HEX0[6],I/O Standard,2.5 V,Yes,,,
Ok,,HEX1[0],I/O Standard,2.5 V,Yes,,,
Ok,,HEX1[1],I/O Standard,2.5 V,Yes,,,
Ok,,HEX1[2],I/O Standard,2.5 V,Yes,,,
Ok,,HEX1[3],I/O Standard,2.5 V,Yes,,,
Ok,,HEX1[4],I/O Standard,2.5 V,Yes,,,
Ok,,HEX1[5],I/O Standard,2.5 V,Yes,,,
Ok,,HEX1[6],I/O Standard,2.5 V,Yes,,,
Ok,,HEX2[0],I/O Standard,2.5 V,Yes,,,
Ok,,HEX2[1],I/O Standard,2.5 V,Yes,,,
Ok,,HEX2[2],I/O Standard,2.5 V,Yes,,,
Ok,,HEX2[3],I/O Standard,2.5 V,Yes,,,
Ok,,HEX2[4],I/O Standard,2.5 V,Yes,,,
Ok,,HEX2[5],I/O Standard,2.5 V,Yes,,,
Ok,,HEX2[6],I/O Standard,2.5 V,Yes,,,
Ok,,HEX3[0],I/O Standard,2.5 V,Yes,,,
Ok,,HEX3[1],I/O Standard,2.5 V,Yes,,,
Ok,,HEX3[2],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX3[3],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX3[4],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX3[5],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX3[6],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX4[0],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX4[1],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX4[2],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX4[3],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX4[4],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX4[5],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX4[6],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX5[0],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX5[1],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX5[2],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX5[3],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX5[4],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX5[5],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX5[6],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX6[0],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX6[1],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX6[2],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX6[3],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX6[4],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX6[5],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX6[6],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX7[0],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX7[1],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX7[2],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX7[3],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX7[4],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX7[5],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX7[6],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,HEX0[0],Location,PIN_G18,Yes,,,
Ok,,HEX0[1],Location,PIN_F22,Yes,,,
Ok,,HEX0[2],Location,PIN_E17,Yes,,,
Ok,,HEX0[3],Location,PIN_L26,Yes,,,
Ok,,HEX0[4],Location,PIN_L25,Yes,,,
Ok,,HEX0[5],Location,PIN_J22,Yes,,,
Ok,,HEX0[6],Location,PIN_H22,Yes,,,
Ok,,HEX1[0],Location,PIN_M24,Yes,,,
Ok,,HEX1[1],Location,PIN_Y22,Yes,,,
Ok,,HEX1[2],Location,PIN_W21,Yes,,,
Ok,,HEX1[3],Location,PIN_W22,Yes,,,
Ok,,HEX1[4],Location,PIN_W25,Yes,,,
Ok,,HEX1[5],Location,PIN_U23,Yes,,,
Ok,,HEX1[6],Location,PIN_U24,Yes,,,
Ok,,HEX2[0],Location,PIN_AA25,Yes,,,
Ok,,HEX2[1],Location,PIN_AA26,Yes,,,
Ok,,HEX2[2],Location,PIN_Y25,Yes,,,
Ok,,HEX2[3],Location,PIN_W26,Yes,,,
Ok,,HEX2[4],Location,PIN_Y26,Yes,,,
Ok,,HEX2[5],Location,PIN_W27,Yes,,,
Ok,,HEX2[6],Location,PIN_W28,Yes,,,
Ok,,HEX3[0],Location,PIN_V21,Yes,,,
Ok,,HEX3[1],Location,PIN_U21,Yes,,,
Ok,,HEX3[2],Location,PIN_AB20,Yes,,,
Ok,,HEX3[3],Location,PIN_AA21,Yes,,,
Ok,,HEX3[4],Location,PIN_AD24,Yes,,,
Ok,,HEX3[5],Location,PIN_AF23,Yes,,,
Ok,,HEX3[6],Location,PIN_Y19,Yes,,,
Ok,,HEX4[0],Location,PIN_AB19,Yes,,,
Ok,,HEX4[1],Location,PIN_AA19,Yes,,,
Ok,,HEX4[2],Location,PIN_AG21,Yes,,,
Ok,,HEX4[3],Location,PIN_AH21,Yes,,,
Ok,,HEX4[4],Location,PIN_AE19,Yes,,,
Ok,,HEX4[5],Location,PIN_AF19,Yes,,,
Ok,,HEX4[6],Location,PIN_AE18,Yes,,,
Ok,,HEX5[0],Location,PIN_AD18,Yes,,,
Ok,,HEX5[1],Location,PIN_AC18,Yes,,,
Ok,,HEX5[2],Location,PIN_AB18,Yes,,,
Ok,,HEX5[3],Location,PIN_AH19,Yes,,,
Ok,,HEX5[4],Location,PIN_AG19,Yes,,,
Ok,,HEX5[5],Location,PIN_AF18,Yes,,,
Ok,,HEX5[6],Location,PIN_AH18,Yes,,,
Ok,,HEX6[0],Location,PIN_AA17,Yes,,,
Ok,,HEX6[1],Location,PIN_AB16,Yes,,,
Ok,,HEX6[2],Location,PIN_AA16,Yes,,,
Ok,,HEX6[3],Location,PIN_AB17,Yes,,,
Ok,,HEX6[4],Location,PIN_AB15,Yes,,,
Ok,,HEX6[5],Location,PIN_AA15,Yes,,,
Ok,,HEX6[6],Location,PIN_AC17,Yes,,,
Ok,,HEX7[0],Location,PIN_AD17,Yes,,,
Ok,,HEX7[1],Location,PIN_AE17,Yes,,,
Ok,,HEX7[2],Location,PIN_AG17,Yes,,,
Ok,,HEX7[3],Location,PIN_AH17,Yes,,,
Ok,,HEX7[4],Location,PIN_AF17,Yes,,,
Ok,,HEX7[5],Location,PIN_AG18,Yes,,,
Ok,,HEX7[6],Location,PIN_AA14,Yes,,,
Ok,,LCD_BLON,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,LCD_DATA[0],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,LCD_DATA[1],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,LCD_DATA[2],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,LCD_DATA[3],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,LCD_DATA[4],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,LCD_DATA[5],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,LCD_DATA[6],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,LCD_DATA[7],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,LCD_EN,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,LCD_ON,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,LCD_RS,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,LCD_RW,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,LCD_BLON,Location,PIN_L6,Yes,,,
Ok,,LCD_DATA[0],Location,PIN_L3,Yes,,,
Ok,,LCD_DATA[1],Location,PIN_L1,Yes,,,
Ok,,LCD_DATA[2],Location,PIN_L2,Yes,,,
Ok,,LCD_DATA[3],Location,PIN_K7,Yes,,,
Ok,,LCD_DATA[4],Location,PIN_K1,Yes,,,
Ok,,LCD_DATA[5],Location,PIN_K2,Yes,,,
Ok,,LCD_DATA[6],Location,PIN_M3,Yes,,,
Ok,,LCD_DATA[7],Location,PIN_M5,Yes,,,
Ok,,LCD_EN,Location,PIN_L4,Yes,,,
Ok,,LCD_ON,Location,PIN_L5,Yes,,,
Ok,,LCD_RS,Location,PIN_M2,Yes,,,
Ok,,LCD_RW,Location,PIN_M1,Yes,,,
Ok,,UART_CTS,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,UART_RTS,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,UART_RXD,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,UART_TXD,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,UART_CTS,Location,PIN_J13,Yes,,,
Ok,,UART_RTS,Location,PIN_G14,Yes,,,
Ok,,UART_RXD,Location,PIN_G12,Yes,,,
Ok,,UART_TXD,Location,PIN_G9,Yes,,,
Ok,,PS2_CLK,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,PS2_CLK2,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,PS2_DAT,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,PS2_DAT2,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,PS2_CLK,Location,PIN_G6,Yes,,,
Ok,,PS2_CLK2,Location,PIN_G5,Yes,,,
Ok,,PS2_DAT,Location,PIN_H5,Yes,,,
Ok,,PS2_DAT2,Location,PIN_F5,Yes,,,
Ok,,SD_CLK,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SD_CMD,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SD_DAT[0],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SD_DAT[1],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SD_DAT[2],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SD_DAT[3],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SD_WP_N,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SD_CLK,Location,PIN_AE13,Yes,,,
Ok,,SD_CMD,Location,PIN_AD14,Yes,,,
Ok,,SD_DAT[0],Location,PIN_AE14,Yes,,,
Ok,,SD_DAT[1],Location,PIN_AF13,Yes,,,
Ok,,SD_DAT[2],Location,PIN_AB14,Yes,,,
Ok,,SD_DAT[3],Location,PIN_AC14,Yes,,,
Ok,,SD_WP_N,Location,PIN_AF14,Yes,,,
Ok,,VGA_BLANK_N,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_B[0],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_B[1],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_B[2],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_B[3],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_B[4],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_B[5],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_B[6],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_B[7],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_CLK,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_G[0],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_G[1],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_G[2],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_G[3],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_G[4],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_G[5],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_G[6],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_G[7],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_HS,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_R[0],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_R[1],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_R[2],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_R[3],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_R[4],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_R[5],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_R[6],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_R[7],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_SYNC_N,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_VS,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,VGA_BLANK_N,Location,PIN_F11,Yes,,,
Ok,,VGA_B[0],Location,PIN_B10,Yes,,,
Ok,,VGA_B[1],Location,PIN_A10,Yes,,,
Ok,,VGA_B[2],Location,PIN_C11,Yes,,,
Ok,,VGA_B[3],Location,PIN_B11,Yes,,,
Ok,,VGA_B[4],Location,PIN_A11,Yes,,,
Ok,,VGA_B[5],Location,PIN_C12,Yes,,,
Ok,,VGA_B[6],Location,PIN_D11,Yes,,,
Ok,,VGA_B[7],Location,PIN_D12,Yes,,,
Ok,,VGA_CLK,Location,PIN_A12,Yes,,,
Ok,,VGA_G[0],Location,PIN_G8,Yes,,,
Ok,,VGA_G[1],Location,PIN_G11,Yes,,,
Ok,,VGA_G[2],Location,PIN_F8,Yes,,,
Ok,,VGA_G[3],Location,PIN_H12,Yes,,,
Ok,,VGA_G[4],Location,PIN_C8,Yes,,,
Ok,,VGA_G[5],Location,PIN_B8,Yes,,,
Ok,,VGA_G[6],Location,PIN_F10,Yes,,,
Ok,,VGA_G[7],Location,PIN_C9,Yes,,,
Ok,,VGA_HS,Location,PIN_G13,Yes,,,
Ok,,VGA_R[0],Location,PIN_E12,Yes,,,
Ok,,VGA_R[1],Location,PIN_E11,Yes,,,
Ok,,VGA_R[2],Location,PIN_D10,Yes,,,
Ok,,VGA_R[3],Location,PIN_F12,Yes,,,
Ok,,VGA_R[4],Location,PIN_G10,Yes,,,
Ok,,VGA_R[5],Location,PIN_J12,Yes,,,
Ok,,VGA_R[6],Location,PIN_H8,Yes,,,
Ok,,VGA_R[7],Location,PIN_H10,Yes,,,
Ok,,VGA_SYNC_N,Location,PIN_C10,Yes,,,
Ok,,VGA_VS,Location,PIN_C13,Yes,,,
Ok,,EEP_I2C_SCLK,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,EEP_I2C_SDAT,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,EEP_I2C_SCLK,Location,PIN_D14,Yes,,,
Ok,,EEP_I2C_SDAT,Location,PIN_E14,Yes,,,
Ok,,I2C_SCLK,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,I2C_SDAT,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,I2C_SCLK,Location,PIN_B7,Yes,,,
Ok,,I2C_SDAT,Location,PIN_A8,Yes,,,
Ok,,ENET1_GTX_CLK,I/O Standard,2.5 V,Yes,,,
Ok,,ENET1_INT_N,I/O Standard,2.5 V,Yes,,,
Ok,,ENET1_LINK100,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,ENET1_MDC,I/O Standard,2.5 V,Yes,,,
Ok,,ENET1_MDIO,I/O Standard,2.5 V,Yes,,,
Ok,,ENET1_RST_N,I/O Standard,2.5 V,Yes,,,
Ok,,ENET1_RX_CLK,I/O Standard,2.5 V,Yes,,,
Ok,,ENET1_RX_COL,I/O Standard,2.5 V,Yes,,,
Ok,,ENET1_RX_CRS,I/O Standard,2.5 V,Yes,,,
Ok,,ENET1_RX_DATA[0],I/O Standard,2.5 V,Yes,,,
Ok,,ENET1_RX_DATA[1],I/O Standard,2.5 V,Yes,,,
Ok,,ENET1_RX_DATA[2],I/O Standard,2.5 V,Yes,,,
Ok,,ENET1_RX_DATA[3],I/O Standard,2.5 V,Yes,,,
Ok,,ENET1_RX_DV,I/O Standard,2.5 V,Yes,,,
Ok,,ENET1_RX_ER,I/O Standard,2.5 V,Yes,,,
Ok,,ENET1_TX_CLK,I/O Standard,2.5 V,Yes,,,
Ok,,ENET1_TX_DATA[0],I/O Standard,2.5 V,Yes,,,
Ok,,ENET1_TX_DATA[1],I/O Standard,2.5 V,Yes,,,
Ok,,ENET1_TX_DATA[2],I/O Standard,2.5 V,Yes,,,
Ok,,ENET1_TX_DATA[3],I/O Standard,2.5 V,Yes,,,
Ok,,ENET1_TX_EN,I/O Standard,2.5 V,Yes,,,
Ok,,ENET1_TX_ER,I/O Standard,2.5 V,Yes,,,
Ok,,ENETCLK_25,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,ENET1_GTX_CLK,Location,PIN_C23,Yes,,,
Ok,,ENET1_INT_N,Location,PIN_D24,Yes,,,
Ok,,ENET1_LINK100,Location,PIN_D13,Yes,,,
Ok,,ENET1_MDC,Location,PIN_D23,Yes,,,
Ok,,ENET1_MDIO,Location,PIN_D25,Yes,,,
Ok,,ENET1_RST_N,Location,PIN_D22,Yes,,,
Ok,,ENET1_RX_CLK,Location,PIN_B15,Yes,,,
Ok,,ENET1_RX_COL,Location,PIN_B22,Yes,,,
Ok,,ENET1_RX_CRS,Location,PIN_D20,Yes,,,
Ok,,ENET1_RX_DATA[0],Location,PIN_B23,Yes,,,
Ok,,ENET1_RX_DATA[1],Location,PIN_C21,Yes,,,
Ok,,ENET1_RX_DATA[2],Location,PIN_A23,Yes,,,
Ok,,ENET1_RX_DATA[3],Location,PIN_D21,Yes,,,
Ok,,ENET1_RX_DV,Location,PIN_A22,Yes,,,
Ok,,ENET1_RX_ER,Location,PIN_C24,Yes,,,
Ok,,ENET1_TX_CLK,Location,PIN_C22,Yes,,,
Ok,,ENET1_TX_DATA[0],Location,PIN_C25,Yes,,,
Ok,,ENET1_TX_DATA[1],Location,PIN_A26,Yes,,,
Ok,,ENET1_TX_DATA[2],Location,PIN_B26,Yes,,,
Ok,,ENET1_TX_DATA[3],Location,PIN_C26,Yes,,,
Ok,,ENET1_TX_EN,Location,PIN_B25,Yes,,,
Ok,,ENET1_TX_ER,Location,PIN_A25,Yes,,,
Ok,,ENETCLK_25,Location,PIN_A14,Yes,,,
Ok,,TD_CLK27,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,TD_DATA[0],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,TD_DATA[1],I/O Standard,3.3-V LVTTL,Yes,,,
